timestamp,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
90.433451276,-58.4261474609375,78.11905670166016,7.009946346282959,-0.051544192235658766,-0.03528127417445256,0.001025879022444718,-0.9980467802220654
90.433451276,-58.4261474609375,78.11905670166016,7.009946346282959,-0.051544192235658766,-0.03528127417445256,0.001025879022444718,-0.9980467802220654
90.433451276,-58.4261474609375,78.11905670166016,7.009946346282959,-0.051544192235658766,-0.03528127417445256,0.001025879022444718,-0.9980467802220654
90.433451276,-58.4261474609375,78.11905670166016,7.009946346282959,-0.051544192235658766,-0.03528127417445256,0.001025879022444718,-0.9980467802220654
90.433451276,-58.4261474609375,78.11905670166016,7.009946346282959,-0.051544192235658766,-0.03528127417445256,0.001025879022444718,-0.9980467802220654
90.433451276,-58.4261474609375,78.11905670166016,7.009946346282959,-0.051544192235658766,-0.03528127417445256,0.001025879022444718,-0.9980467802220654
90.433451276,-58.4261474609375,78.11905670166016,7.009946346282959,-0.051544192235658766,-0.03528127417445256,0.001025879022444718,-0.9980467802220654
90.433451276,-58.4261474609375,78.11905670166016,7.009946346282959,-0.051544192235658766,-0.03528127417445256,0.001025879022444718,-0.9980467802220654
90.433451276,-58.4261474609375,78.11905670166016,7.009946346282959,-0.051544192235658766,-0.03528127417445256,0.001025879022444718,-0.9980467802220654
90.433451276,-58.4261474609375,78.11905670166016,7.009946346282959,-0.051544192235658766,-0.03528127417445256,0.001025879022444718,-0.9980467802220654
90.672513795,-58.72969436645508,78.51109313964844,7.006176948547363,-0.05171976689712674,-0.03545875389640245,0.001103035873366185,-0.9980313250575272
90.672513795,-58.72969436645508,78.51109313964844,7.006176948547363,-0.05171976689712674,-0.03545875389640245,0.001103035873366185,-0.9980313250575272
90.672513795,-58.72969436645508,78.51109313964844,7.006176948547363,-0.05171976689712674,-0.03545875389640245,0.001103035873366185,-0.9980313250575272
90.672513795,-58.72969436645508,78.51109313964844,7.006176948547363,-0.05171976689712674,-0.03545875389640245,0.001103035873366185,-0.9980313250575272
90.672513795,-58.72969436645508,78.51109313964844,7.006176948547363,-0.05171976689712674,-0.03545875389640245,0.001103035873366185,-0.9980313250575272
90.672513795,-58.72969436645508,78.51109313964844,7.006176948547363,-0.05171976689712674,-0.03545875389640245,0.001103035873366185,-0.9980313250575272
90.672513795,-58.72969436645508,78.51109313964844,7.006176948547363,-0.05171976689712674,-0.03545875389640245,0.001103035873366185,-0.9980313250575272
90.672513795,-58.72969436645508,78.51109313964844,7.006176948547363,-0.05171976689712674,-0.03545875389640245,0.001103035873366185,-0.9980313250575272
90.672513795,-58.72969436645508,78.51109313964844,7.006176948547363,-0.05171976689712674,-0.03545875389640245,0.001103035873366185,-0.9980313250575272
90.672513795,-58.72969436645508,78.51109313964844,7.006176948547363,-0.05171976689712674,-0.03545875389640245,0.001103035873366185,-0.9980313250575272
90.912575436,-58.98900604248047,78.84530639648438,7.003043174743652,-0.05161831757060968,-0.03554916783316653,0.001111382650267887,-0.9980333515399943
90.912575436,-58.98900604248047,78.84530639648438,7.003043174743652,-0.05161831757060968,-0.03554916783316653,0.001111382650267887,-0.9980333515399943
90.912575436,-58.98900604248047,78.84530639648438,7.003043174743652,-0.05161831757060968,-0.03554916783316653,0.001111382650267887,-0.9980333515399943
90.912575436,-58.98900604248047,78.84530639648438,7.003043174743652,-0.05161831757060968,-0.03554916783316653,0.001111382650267887,-0.9980333515399943
90.912575436,-58.98900604248047,78.84530639648438,7.003043174743652,-0.05161831757060968,-0.03554916783316653,0.001111382650267887,-0.9980333515399943
90.912575436,-58.98900604248047,78.84530639648438,7.003043174743652,-0.05161831757060968,-0.03554916783316653,0.001111382650267887,-0.9980333515399943
90.912575436,-58.98900604248047,78.84530639648438,7.003043174743652,-0.05161831757060968,-0.03554916783316653,0.001111382650267887,-0.9980333515399943
90.912575436,-58.98900604248047,78.84530639648438,7.003043174743652,-0.05161831757060968,-0.03554916783316653,0.001111382650267887,-0.9980333515399943
90.912575436,-58.98900604248047,78.84530639648438,7.003043174743652,-0.05161831757060968,-0.03554916783316653,0.001111382650267887,-0.9980333515399943
90.912575436,-58.98900604248047,78.84530639648438,7.003043174743652,-0.05161831757060968,-0.03554916783316653,0.001111382650267887,-0.9980333515399943
91.152627368,-59.20635223388672,79.12137603759766,7.000546932220459,-0.05129276540884734,-0.03549255974975149,0.0011374780876068891,-0.9980521211653846
91.152627368,-59.20635223388672,79.12137603759766,7.000546932220459,-0.05129276540884734,-0.03549255974975149,0.0011374780876068891,-0.9980521211653846
91.152627368,-59.20635223388672,79.12137603759766,7.000546932220459,-0.05129276540884734,-0.03549255974975149,0.0011374780876068891,-0.9980521211653846
91.152627368,-59.20635223388672,79.12137603759766,7.000546932220459,-0.05129276540884734,-0.03549255974975149,0.0011374780876068891,-0.9980521211653846
91.152627368,-59.20635223388672,79.12137603759766,7.000546932220459,-0.05129276540884734,-0.03549255974975149,0.0011374780876068891,-0.9980521211653846
91.152627368,-59.20635223388672,79.12137603759766,7.000546932220459,-0.05129276540884734,-0.03549255974975149,0.0011374780876068891,-0.9980521211653846
91.152627368,-59.20635223388672,79.12137603759766,7.000546932220459,-0.05129276540884734,-0.03549255974975149,0.0011374780876068891,-0.9980521211653846
91.152627368,-59.20635223388672,79.12137603759766,7.000546932220459,-0.05129276540884734,-0.03549255974975149,0.0011374780876068891,-0.9980521211653846
91.152627368,-59.20635223388672,79.12137603759766,7.000546932220459,-0.05129276540884734,-0.03549255974975149,0.0011374780876068891,-0.9980521211653846
