timestamp,x,y,z,x_values,average_y
2024-07-25 13:47:54,-39.89116668701172,81.47956085205078,10.001832962036133,-39.89116668701172,78.55110422770183
2024-07-25 13:47:54,-39.89019775390625,81.08540344238281,10.001086235046387,-39.79143142700195,68.09802137102399
2024-07-25 13:47:54,-39.8876838684082,80.66522216796875,9.999971389770508,-49.65423965454102,89.32751353194074
2024-07-25 13:47:55,-39.88433456420898,80.20903778076172,9.998814582824707,-69.76484680175781,59.186644872029625
2024-07-25 13:47:55,-39.88042831420898,79.70549774169922,9.997868537902832,,
2024-07-25 13:47:55,-39.874996185302734,79.15279388427734,9.99715518951416,,
2024-07-25 13:47:55,-39.86703872680664,78.54539489746094,9.99675178527832,,
2024-07-25 13:47:56,-39.85691452026367,77.8824234008789,9.996838569641113,,
2024-07-25 13:47:56,-39.84680557250977,77.16463470458984,9.99750518798828,,
2024-07-25 13:47:56,-39.837867736816406,76.39794921875,9.998696327209473,,
2024-07-25 13:47:57,-39.82963943481445,75.58702087402344,10.00031566619873,,
2024-07-25 13:47:57,-39.82053756713867,74.73831176757812,10.002328872680664,,
2024-07-25 13:47:58,-39.79143142700195,71.06525421142578,10.008441925048828,,
2024-07-25 13:47:58,-39.78636169433594,70.09698486328125,10.009355545043944,,
2024-07-25 13:47:58,-39.78157806396485,69.11502075195311,10.010019302368164,,
2024-07-25 13:47:59,-39.77837753295898,68.12031555175781,10.010370254516602,,
2024-07-25 13:47:59,-39.77680206298828,67.11424255371094,10.01038646697998,,
2024-07-25 13:47:59,-39.77660369873047,66.09879302978516,10.010193824768066,,
2024-07-25 13:48:00,-39.77622604370117,65.07553863525389,10.00985050201416,,
2024-07-25 13:49:11,-49.65423965454102,84.71028900146484,10.007575035095217,,
2024-07-25 13:49:12,-49.65983963012695,85.5385513305664,10.007614135742188,,
2024-07-25 13:49:12,-49.66817092895508,86.29612731933594,10.007545471191406,,
2024-07-25 13:49:12,-49.677040100097656,86.9809341430664,10.007146835327148,,
2024-07-25 13:49:12,-49.68721389770508,87.59033966064453,10.006454467773438,,
2024-07-25 13:49:13,-49.70095443725586,88.12171936035156,10.005613327026367,,
2024-07-25 13:49:13,-49.71854782104492,88.57332611083984,10.00475025177002,,
2024-07-25 13:49:13,-49.7390251159668,88.94524383544922,10.004039764404297,,
2024-07-25 13:49:14,-49.758766174316406,89.23880767822266,10.003652572631836,,
2024-07-25 13:49:14,-49.77567672729492,89.45520782470703,10.003582000732422,,
2024-07-25 13:49:14,-49.79027938842773,89.59844207763672,10.00363063812256,,
2024-07-25 13:49:14,-49.80284881591797,89.68321228027344,10.003799438476562,,
2024-07-25 13:49:15,-49.81298828125,89.72539520263672,10.004297256469727,,
2024-07-25 13:49:15,-49.8192024230957,89.74112701416016,10.0052490234375,,
2024-07-25 13:49:15,-49.82876968383789,89.74176788330078,10.006525993347168,,
2024-07-25 13:49:15,-49.85139083862305,89.73619842529297,10.007832527160645,,
2024-07-25 13:49:16,-49.89009094238281,89.73159790039062,10.009032249450684,,
2024-07-25 13:49:16,-49.9463882446289,89.73211669921875,10.010150909423828,,
2024-07-25 13:49:16,-50.01819229125977,89.74137115478516,10.011068344116213,,
2024-07-25 13:49:16,-50.10606384277344,89.75910949707031,10.011685371398926,,
2024-07-25 13:49:17,-50.21272659301758,89.78328704833984,10.012022018432617,,
2024-07-25 13:49:17,-50.3375015258789,89.81209564208984,10.012007713317873,,
2024-07-25 13:49:17,-50.47992706298828,89.84303283691406,10.011567115783693,,
2024-07-25 13:49:18,-50.63693618774414,89.87611389160156,10.011055946350098,,
2024-07-25 13:49:18,-50.808326721191406,89.9086685180664,10.01058864593506,,
2024-07-25 13:49:18,-50.99578475952149,89.93788146972656,10.01012134552002,,
2024-07-25 13:49:18,-51.19853210449219,89.96319580078125,10.009610176086426,,
2024-07-25 13:49:19,-51.41658020019531,89.98472595214844,10.00911808013916,,
2024-07-25 13:49:19,-51.64728927612305,90.0033187866211,10.008800506591797,,
2024-07-25 13:49:19,-51.88914489746094,90.0190200805664,10.008601188659668,,
2024-07-25 13:49:19,-52.14345169067383,90.03105926513672,10.008398056030273,,
2024-07-25 13:49:20,-52.40985107421875,90.0404281616211,10.008193969726562,,
2024-07-25 13:49:20,-52.68767547607422,90.04711151123047,10.00772762298584,,
2024-07-25 13:49:20,-52.97437286376953,90.05264282226562,10.007131576538086,,
2024-07-25 13:49:20,-53.27194213867188,90.05775451660156,10.006590843200684,,
2024-07-25 13:49:21,-53.5783805847168,90.06182098388672,10.006121635437012,,
2024-07-25 13:49:21,-53.89498901367188,90.06532287597656,10.00575351715088,,
2024-07-25 13:49:21,-54.22153854370117,90.06807708740234,10.005400657653807,,
2024-07-25 13:49:22,-54.55547332763672,90.0722198486328,10.005210876464844,,
2024-07-25 13:49:22,-54.89604949951172,90.07725524902344,10.00511074066162,,
2024-07-25 13:49:22,-55.24531555175781,90.08213806152344,10.004971504211426,,
2024-07-25 13:51:08,-69.76484680175781,56.48912811279297,9.998761177062988,,
2024-07-25 13:51:09,-69.76168823242189,57.56059646606445,9.99885368347168,,
2024-07-25 13:51:09,-69.75955200195311,58.63784408569336,9.998952865600586,,
2024-07-25 13:51:09,-69.75669097900389,59.72072219848633,9.999014854431152,,
2024-07-25 13:51:10,-69.7523193359375,60.80914306640625,9.999006271362305,,
2024-07-25 13:51:10,-69.74896240234375,61.90243530273438,9.99905014038086,,
